Disaster Subgroup,Disaster Type,Disaster Subtype,Location,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damage ('000 US$),Start_Date,End_Date,Duration,Season,Primary_State,Deaths_log,Affected_log,Damage_log,Disaster Type_encoded,Disaster Subtype_encoded,Disaster Subgroup_encoded,Season_encoded,Primary_State_encoded,Magnitude Scale_encoded
Hydrological,Flood,Flood (General),North 24 Parganas district (West Bengal province),309.0,Km2,2000,10.0,19.0,2000,10.0,19.0,6.0,534035.0,160000.0,2000-10-19,2000-10-19,1.0,Post-Monsoon,West Bengal,1.9459101490553132,13.18821853140033,11.982935344196433,4,8,3,1,28,0
Hydrological,Flood,Flood (General),"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,Km2,2001,6.0,1.0,2001,6.0,1.0,28.0,4.0,160000.0,2001-06-01,2001-06-01,1.0,Monsoon,Kerala,3.367295829986474,1.6094379124341003,11.982935344196433,4,8,3,0,12,0
Hydrological,Flood,Riverine flood,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",4470.0,Km2,2001,7.0,4.0,2001,7.0,16.0,86.0,40000.0,116924.0,2001-07-04,2001-07-16,12.0,Monsoon,Kerala,4.465908118654584,10.596659732783579,11.669287982594087,4,20,3,0,12,0
Hydrological,Flood,Riverine flood,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,Km2,2001,8.0,1.0,2001,8.0,1.0,49.0,400000.0,160000.0,2001-08-01,2001-08-01,1.0,Monsoon,Bihar,3.912023005428146,12.899222326086994,11.982935344196433,4,20,3,0,3,0
Hydrological,Flood,Flood (General),"Saran, Gopalganj districts (Bihar province)",,Km2,2001,9.0,7.0,2001,9.0,24.0,146.0,30000.0,103000.0,2001-09-07,2001-09-24,17.0,Monsoon,Bihar,4.990432586778736,10.308985993422082,11.542493975902508,4,8,3,0,3,0
Hydrological,Flood,Riverine flood,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",276600.0,Km2,2002,6.0,21.0,2002,8.0,28.0,549.0,42000000.0,30772.0,2002-06-21,2002-08-28,68.0,Monsoon,West Bengal,6.309918278226516,17.553180200057167,10.33439296112607,4,20,3,0,28,0
Hydrological,Flood,Riverine flood,Balaghat district (Madhya Pradesh province),,Km2,2002,8.0,20.0,2002,8.0,20.0,100.0,3000.0,160000.0,2002-08-20,2002-08-20,1.0,Monsoon,Madhya Pradesh,4.61512051684126,8.006700845440367,11.982935344196433,4,20,3,0,13,0
Hydrological,Flood,Riverine flood,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",79000.0,Km2,2002,9.0,3.0,2002,9.0,6.0,22.0,5000.0,160000.0,2002-09-03,2002-09-06,3.0,Monsoon,Gujarat,3.1354942159291497,8.517393171418904,11.982935344196433,4,20,3,0,6,0
Hydrological,Flood,Flood (General),"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,Km2,2002,10.0,1.0,2002,10.0,1.0,20.0,200.0,160000.0,2002-10-01,2002-10-01,1.0,Post-Monsoon,Tamil Nadu,3.044522437723423,5.303304908059076,11.982935344196433,4,8,3,1,23,0
Hydrological,Flood,Riverine flood,"Assam, Bihar, Tripura, West Bengal provinces",,Km2,2003,6.0,11.0,2003,10.0,10.0,142.0,4550000.0,160000.0,2003-06-11,2003-10-10,121.0,Monsoon,West Bengal,4.962844630259907,15.330638010707329,11.982935344196433,4,20,3,0,28,0
Hydrological,Flood,Riverine flood,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",,Km2,2003,7.0,15.0,2003,9.0,1.0,13.0,14500.0,160000.0,2003-07-15,2003-09-01,48.0,Monsoon,Gujarat,2.6390573296152584,9.581972891547895,11.982935344196433,4,20,3,0,6,0
Hydrological,Flood,Riverine flood,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",117900.0,Km2,2003,8.0,27.0,2003,10.0,20.0,67.0,3000000.0,169000.0,2003-08-27,2003-10-20,54.0,Monsoon,Odisha,4.219507705176107,14.914123179965662,12.037659911047468,4,20,3,0,19,0
Hydrological,Flood,Riverine flood,Uttar Pradesh province,,Km2,2003,9.0,10.0,2003,9.0,10.0,37.0,30000.0,160000.0,2003-09-10,2003-09-10,1.0,Monsoon,Uttar Pradesh,3.6375861597263857,10.308985993422082,11.982935344196433,4,20,3,0,26,0
Hydrological,Flood,Riverine flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",,Km2,2004,4.0,10.0,2004,4.0,14.0,49.0,5000.0,160000.0,2004-04-10,2004-04-14,4.0,Summer,Manipur,3.912023005428146,8.517393171418904,11.982935344196433,4,20,3,2,15,0
Hydrological,Flood,Riverine flood,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",,Km2,2004,6.0,20.0,2004,8.0,1.0,900.0,33000000.0,2500000.0,2004-06-20,2004-08-01,42.0,Monsoon,Assam,6.803505257608338,17.312018149733785,14.731801689838349,4,20,3,0,2,0
Hydrological,Flood,Riverine flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",,Km2,2004,8.0,1.0,2004,9.0,8.0,210.0,100000.0,276000.0,2004-08-01,2004-09-08,38.0,Monsoon,Gujarat,5.351858133476067,11.51293546492023,12.52815976788113,4,20,3,0,6,0
Hydrological,Flood,Flash flood,"Uttar Pradesh, Himachal Pradesh provinces",,Km2,2004,9.0,20.0,2004,9.0,22.0,33.0,30000.0,160000.0,2004-09-20,2004-09-22,2.0,Monsoon,Himachal Pradesh,3.5263605246161616,10.308985993422082,11.982935344196433,4,7,3,0,8,0
Hydrological,Flood,Flash flood,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",,Km2,2004,10.0,7.0,2004,10.0,18.0,160.0,100000.0,160000.0,2004-10-07,2004-10-18,11.0,Post-Monsoon,West Bengal,5.081404364984463,11.51293546492023,11.982935344196433,4,7,3,1,28,0
Hydrological,Flood,Riverine flood,Mokokchung district (Nagaland province),,Km2,2005,5.0,27.0,2005,5.0,27.0,14.0,12.0,160000.0,2005-05-27,2005-05-27,1.0,Summer,Nagaland,2.70805020110221,2.5649493574615367,11.982935344196433,4,20,3,2,18,0
Hydrological,Flood,Riverine flood,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",6530.0,Km2,2005,6.0,26.0,2005,6.0,29.0,6.0,5000.0,23000.0,2005-06-26,2005-06-29,3.0,Monsoon,Himachal Pradesh,1.9459101490553132,8.517393171418904,10.043292972227004,4,20,3,0,8,0
Hydrological,Flood,Riverine flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",,Km2,2005,7.0,10.0,2005,7.0,10.0,12.0,10000.0,160000.0,2005-07-10,2005-07-10,1.0,Monsoon,Andhra Pradesh,2.5649493574615367,9.210440366976517,11.982935344196433,4,20,3,0,0,0
Hydrological,Flood,Flash flood,Azamgarh district (Uttar Pradesh province),12680.0,Km2,2005,8.0,26.0,2005,8.0,28.0,27.0,800000.0,160000.0,2005-08-26,2005-08-28,2.0,Monsoon,Uttar Pradesh,3.332204510175204,13.592368256649284,11.982935344196433,4,7,3,0,26,0
Hydrological,Flood,Riverine flood,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",308700.0,Km2,2005,9.0,16.0,2005,9.0,19.0,23.0,2504.0,160000.0,2005-09-16,2005-09-19,3.0,Monsoon,Himachal Pradesh,3.1780538303479458,7.826044013518965,11.982935344196433,4,20,3,0,8,0
Hydrological,Flood,Riverine flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",29110.0,Km2,2005,10.0,21.0,2005,10.0,24.0,19.0,2250000.0,117000.0,2005-10-21,2005-10-24,3.0,Post-Monsoon,West Bengal,2.995732273553991,14.626441218624949,11.669937760751914,4,20,3,1,28,0
Hydrological,Flood,Riverine flood,Tamil Nadu province,,Km2,2005,12.0,2.0,2005,12.0,3.0,30.0,200000.0,160000.0,2005-12-02,2005-12-03,1.0,Winter,Tamil Nadu,3.4339872044851463,12.206077645517674,11.982935344196433,4,20,3,3,23,0
Hydrological,Flood,Riverine flood,"Madhya Pradesh, Maharashtra, Rajasthan provinces",,Km2,2006,3.0,9.0,2006,3.0,10.0,61.0,113.0,160000.0,2006-03-09,2006-03-10,1.0,Summer,Madhya Pradesh,4.127134385045092,4.736198448394496,11.982935344196433,4,20,3,2,13,0
Hydrological,Flood,Flash flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",190900.0,Km2,2006,4.0,15.0,2006,4.0,18.0,20.0,30000.0,160000.0,2006-04-15,2006-04-18,3.0,Summer,Andhra Pradesh,3.044522437723423,10.308985993422082,11.982935344196433,4,7,3,2,0,0
Hydrological,Flood,Riverine flood,"Assam, Tripura provinces",47020.0,Km2,2006,5.0,31.0,2006,7.0,24.0,21.0,504000.0,160000.0,2006-05-31,2006-07-24,54.0,Summer,Assam,3.091042453358316,13.130333531178522,11.982935344196433,4,20,3,2,2,0
Hydrological,Flood,Riverine flood,"Ballia, Chandauli districts (Uttar Pradesh province)",13110.0,Km2,2006,6.0,24.0,2006,6.0,27.0,130.0,300000.0,160000.0,2006-06-24,2006-06-27,3.0,Monsoon,Uttar Pradesh,4.875197323201151,12.611541086966115,11.982935344196433,4,20,3,0,26,0
Hydrological,Flood,Riverine flood,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",165400.0,Km2,2006,7.0,28.0,2006,9.0,12.0,350.0,4000065.0,3390000.0,2006-07-28,2006-09-12,46.0,Monsoon,Odisha,5.860786223465865,15.201821418948041,15.03634077434184,4,20,3,0,19,0
Hydrological,Flood,Riverine flood,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",32700.0,Km2,2006,8.0,29.0,2006,9.0,4.0,42.0,100000.0,160000.0,2006-08-29,2006-09-04,6.0,Monsoon,Uttar Pradesh,3.7612001156935624,11.51293546492023,11.982935344196433,4,20,3,0,26,0
Hydrological,Flood,Flash flood,Madhya Pradesh province,,Km2,2006,10.0,1.0,2006,10.0,1.0,39.0,30000.0,160000.0,2006-10-01,2006-10-01,1.0,Post-Monsoon,Madhya Pradesh,3.6888794541139363,10.308985993422082,11.982935344196433,4,7,3,1,13,0
Hydrological,Flood,Flood (General),"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",,Km2,2007,2.0,11.0,2007,2.0,16.0,40.0,8.0,160000.0,2007-02-11,2007-02-16,5.0,Winter,Madhya Pradesh,3.713572066704308,2.1972245773362196,11.982935344196433,4,8,3,3,13,0
Hydrological,Flood,Flash flood,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",449300.0,Km2,2007,6.0,22.0,2007,7.0,4.0,127.0,200000.0,160000.0,2007-06-22,2007-07-04,12.0,Monsoon,Karnataka,4.852030263919617,12.206077645517674,11.982935344196433,4,7,3,0,10,0
Hydrological,Flood,Riverine flood,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",106600.0,Km2,2007,7.0,1.0,2007,7.0,6.0,62.0,10000.0,160000.0,2007-07-01,2007-07-06,5.0,Monsoon,Maharashtra,4.143134726391533,9.210440366976517,11.982935344196433,4,20,3,0,14,0
Hydrological,Flood,Riverine flood,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",15360.0,Km2,2007,8.0,3.0,2007,8.0,27.0,15.0,500000.0,160000.0,2007-08-03,2007-08-27,24.0,Monsoon,Odisha,2.772588722239781,13.122365377402328,11.982935344196433,4,20,3,0,19,0
Hydrological,Flood,Coastal flood,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",72010.0,Km2,2007,9.0,22.0,2007,10.0,3.0,80.0,7200000.0,275000.0,2007-09-22,2007-10-03,11.0,Monsoon,West Bengal,4.394449154672439,15.789591722875162,12.524530013005734,4,4,3,0,28,0
Hydrological,Flood,Riverine flood,"Andhra Pradesh, Tamil Nadu province",76740.0,Km2,2007,10.0,27.0,2007,11.0,1.0,29.0,50000.0,160000.0,2007-10-27,2007-11-01,5.0,Post-Monsoon,Andhra Pradesh,3.4011973816621555,10.819798284210286,11.982935344196433,4,20,3,1,0,0
Hydrological,Flood,Flood (General),"Tamil Nadu, Karnataka provinces",144300.0,Km2,2008,3.0,20.0,2008,3.0,28.0,37.0,10278.0,2000.0,2008-03-20,2008-03-28,8.0,Summer,Karnataka,3.6375861597263857,9.237858258012922,7.601402334583733,4,8,3,2,10,0
Hydrological,Flood,Flash flood,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",350600.0,Km2,2008,6.0,11.0,2008,7.0,21.0,1063.0,7900000.0,123000.0,2008-06-11,2008-07-21,40.0,Monsoon,West Bengal,6.96979066990159,15.882373444019521,11.719947764402807,4,7,3,0,28,0
Hydrological,Flood,Riverine flood,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,Km2,2008,7.0,5.0,2008,7.0,14.0,49.0,50000.0,160000.0,2008-07-05,2008-07-14,9.0,Monsoon,West Bengal,3.912023005428146,10.819798284210286,11.982935344196433,4,20,3,0,28,0
Hydrological,Flood,Riverine flood,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",80590.0,Km2,2008,8.0,30.0,2008,9.0,8.0,47.0,2600000.0,20000.0,2008-08-30,2008-09-08,9.0,Monsoon,Assam,3.871201010907891,14.77102238760702,9.90353755128617,4,20,3,0,2,0
Hydrological,Flood,Riverine flood,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",75490.0,Km2,2008,9.0,5.0,2008,9.0,11.0,74.0,30000.0,160000.0,2008-09-05,2008-09-11,6.0,Monsoon,Andhra Pradesh,4.31748811353631,10.308985993422082,11.982935344196433,4,20,3,0,0,0
Hydrological,Flood,Flash flood,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",,Km2,2008,11.0,27.0,2008,12.0,4.0,54.0,803740.0,160000.0,2008-11-27,2008-12-04,7.0,Post-Monsoon,Tamil Nadu,4.007333185232471,13.597032356959609,11.982935344196433,4,7,3,1,23,0
Hydrological,Flood,Riverine flood,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",,Km2,2009,7.0,1.0,2009,9.0,1.0,992.0,1886000.0,220000.0,2009-07-01,2009-09-01,62.0,Monsoon,West Bengal,6.900730664045173,14.449969272398093,12.301387370778713,4,20,3,0,28,0
Hydrological,Flood,Riverine flood,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",,Km2,2009,8.0,26.0,2009,8.0,28.0,52.0,30000.0,160000.0,2009-08-26,2009-08-28,2.0,Monsoon,Bihar,3.970291913552122,10.308985993422082,11.982935344196433,4,20,3,0,3,0
Hydrological,Flood,Riverine flood,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",309700.0,Km2,2009,9.0,25.0,2009,10.0,12.0,355.0,4100000.0,2150000.0,2009-09-25,2009-10-12,17.0,Monsoon,Andhra Pradesh,5.87493073085203,15.226497775576945,14.580978865220017,4,20,3,0,0,0
Hydrological,Flood,Riverine flood,Jainta Hills district (Meghalaya province),,Km2,2009,10.0,9.0,2009,10.0,9.0,20.0,30000.0,160000.0,2009-10-09,2009-10-09,1.0,Post-Monsoon,Meghalaya,3.044522437723423,10.308985993422082,11.982935344196433,4,20,3,1,16,0
Hydrological,Flood,Riverine flood,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",35730.0,Km2,2009,11.0,3.0,2009,11.0,8.0,70.0,8.0,64000.0,2009-11-03,2009-11-08,5.0,Post-Monsoon,Tamil Nadu,4.2626798770413155,2.1972245773362196,11.06665398721974,4,20,3,1,23,0
Hydrological,Flood,Riverine flood,Andhra Pradesh province,63170.0,Km2,2010,5.0,18.0,2010,5.0,24.0,27.0,50000.0,160000.0,2010-05-18,2010-05-24,6.0,Summer,Andhra Pradesh,3.332204510175204,10.819798284210286,11.982935344196433,4,20,3,2,0,0
Hydrological,Flood,Riverine flood,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",147437.0,Km2,2010,7.0,5.0,2010,7.0,15.0,53.0,400000.0,447000.0,2010-07-05,2010-07-15,10.0,Monsoon,Haryana,3.9889840465642745,12.899222326086994,13.010316110729669,4,20,3,0,7,0
Hydrological,Flood,Flash flood,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",145000.0,Km2,2010,8.0,6.0,2010,8.0,8.0,196.0,12725.0,160000.0,2010-08-06,2010-08-08,2.0,Monsoon,Jammu,5.2832037287379885,9.451402423792738,11.982935344196433,4,7,3,0,9,0
Hydrological,Flood,Riverine flood,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",38537.0,Km2,2010,9.0,18.0,2010,9.0,30.0,200.0,3267183.0,1680000.0,2010-09-18,2010-09-30,12.0,Monsoon,Bihar,5.303304908059076,14.999439009780845,14.33430494661736,4,20,3,0,3,0
Hydrological,Flood,Riverine flood,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",57474.0,Km2,2010,11.0,15.0,2010,12.0,7.0,203.0,30000.0,22000.0,2010-11-15,2010-12-07,22.0,Post-Monsoon,Tamil Nadu,5.318119993844216,10.308985993422082,9.99884318585288,4,20,3,1,23,0
Hydrological,Flood,Riverine flood,"Uttar Pradesh, Uttarakhand province",,Km2,2011,6.0,15.0,2011,7.0,16.0,50.0,30000.0,20000.0,2011-06-15,2011-07-16,31.0,Monsoon,Uttar Pradesh,3.9318256327243257,10.308985993422082,9.90353755128617,4,20,3,0,26,0
Hydrological,Flood,Riverine flood,"Gonda, Balrampur, Faizabad, Bara Banki districts (Uttar Pradesh province), Rajasthan province",85509.0,Km2,2011,7.0,23.0,2011,8.0,9.0,19.0,200000.0,160000.0,2011-07-23,2011-08-09,17.0,Monsoon,Rajasthan,2.995732273553991,12.206077645517674,11.982935344196433,4,20,3,0,21,0
Hydrological,Flood,Riverine flood,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Golaghat, Jorhat, Karbi Anglong, Sibsagar, Lakhimpur, Nagaon, Sonitpur districts, (Assam province), Begusarai, Bhagalpur, Bhojpur, Buxar, Gopalganj, Katihar, Khagaria, Kishanganj, Lakhisarai, Madhubani, Madhepura, Muzaffarpur, Patna, Purnia, Samastipur, Saran, Saharsa, Sitamarhi, Supaul, Vaishali, Pashchim Champaran districts (Bihar province), Azamgarh, Aligarh, Ambedkar Nagar, Badaun, Ballia, Bara Banki, Bahraich, Bareilly, Bijnor, Faizabad, Farrukhabad, Ghazipur, Gonda, Gorakhpur, Hardoi, Jyotiba Phule Nagar, Kannauj, Kanpur, Kushinagar, Lakhimpur Kheri, Meerut, Muzaffarnagar, Moradabad, Pilibhit, Rampur, Shahjahanpur, Sitapur, Unnao districts (Uttar Pradesh province)",40941.0,Km2,2011,8.0,15.0,2011,10.0,2.0,204.0,5549080.0,160000.0,2011-08-15,2011-10-02,48.0,Monsoon,Assam,5.3230099791384085,15.529142886426225,11.982935344196433,4,20,3,0,2,0
Hydrological,Flood,Riverine flood,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",27751.0,Km2,2011,9.0,23.0,2011,10.0,23.0,239.0,3443989.0,930000.0,2011-09-23,2011-10-23,30.0,Monsoon,Odisha,5.480638923341991,15.052141240925078,13.742940940397677,4,20,3,0,19,0
Hydrological,Flood,Riverine flood,"Anjaw (70044), Lohit, Changlang, 70045, 70050, Lower Dibang Valley, East Siang, Upper Siang (70051) districts (Arunachal Pradesh province), Assam province",254935.0,Km2,2012,6.0,26.0,2012,7.0,13.0,120.0,2200000.0,160000.0,2012-06-26,2012-07-13,17.0,Monsoon,Arunachal Pradesh,4.795790545596741,14.603968372873895,11.982935344196433,4,20,3,0,1,0
Hydrological,Flood,Riverine flood,Himachel Pradesh province,,Km2,2012,8.0,21.0,2012,8.0,23.0,26.0,9460.0,16000.0,2012-08-21,2012-08-23,2.0,Monsoon,Unknown,3.295836866004329,9.154933364704444,9.680406499268875,4,20,3,0,25,0
Hydrological,Flood,Riverine flood,"Barpeta, Bongaigaon, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Lakhimpur, Marigaon, Nagaon, Nalbari, Papum Pare, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Bhagalpur, Darbhanga, Katihar, Khagaria, Muzaffarpur, Patna, Siwan, Supaul districts (Bihar province), Sahibganj district (Jharkhand province), North Sikkim district (Sikkim province), Ballia, Bara Banki, Faizabad districts (Uttar Pradesh province), Murshidabad district (West Bengal province), West Siang, East Siang, Lohit, Papum Pare districts (Arunachal Pradesh province)",42597.0,Km2,2012,9.0,19.0,2012,9.0,23.0,21.0,2000000.0,98000.0,2012-09-19,2012-09-23,4.0,Monsoon,West Bengal,3.091042453358316,14.508658238524095,11.49273296168228,4,20,3,0,28,0
Hydrological,Flood,Flood (General),"Dhemaji, Tinsukia, Nagaon, Golaghat, Jorhat, Kamrup, Karimganj, Lakhimpur, Morigaon, Sibsaga, Bongaigaon, Kokrajhar districts (Assam province)",38019.26,Km2,2013,6.0,23.0,2013,7.0,15.0,80.0,2000000.0,160000.0,2013-06-23,2013-07-15,22.0,Monsoon,Assam,4.394449154672439,14.508658238524095,11.982935344196433,4,8,3,0,2,0
Hydrological,Flood,Riverine flood,"Sultanpur, Sitapur, Rae Bareli, Bara Banki, Faizabad, Gorakhpur, Basti, Kushinagar, Bahraich, Gonda, Shravasti districts (Uttar Pradesh province)",,Km2,2013,7.0,9.0,2013,7.0,10.0,174.0,500000.0,2000.0,2013-07-09,2013-07-10,1.0,Monsoon,Uttar Pradesh,5.1647859739235145,13.122365377402328,7.601402334583733,4,20,3,0,26,0
Hydrological,Flood,Riverine flood,"Bhopal, Hoshangabad, Seoni, Narsinghpur, Jabalpur districts (Madhya Pradesh province), Uttar Pradesh, Assam provinces",,Km2,2013,8.0,22.0,2013,8.0,27.0,73.0,40000.0,160000.0,2013-08-22,2013-08-27,5.0,Monsoon,Assam,4.30406509320417,10.596659732783579,11.982935344196433,4,20,3,0,2,0
Hydrological,Flood,Riverine flood,"Orissa, Andhra Pradesh, West Bengal provinces",,Km2,2013,10.0,21.0,2013,10.0,26.0,72.0,375000.0,260000.0,2013-10-21,2013-10-26,5.0,Post-Monsoon,West Bengal,4.290459441148391,12.834683971615659,12.468440756144114,4,20,3,1,28,0
Hydrological,Flood,Riverine flood,Assam province,49220.0,Km2,2014,6.0,26.0,2014,6.0,28.0,27.0,18500.0,2000.0,2014-06-26,2014-06-28,2.0,Monsoon,Assam,3.332204510175204,9.825580063659602,7.601402334583733,4,20,3,0,2,0
Hydrological,Flood,Riverine flood,"Uttarakhand, Himachal Pradesh provinces",,Km2,2014,7.0,16.0,2014,7.0,22.0,26.0,30000.0,160000.0,2014-07-16,2014-07-22,6.0,Monsoon,Himachal Pradesh,3.295836866004329,10.308985993422082,11.982935344196433,4,20,3,0,8,0
Hydrological,Flood,Riverine flood,Odisha province,,Km2,2014,8.0,9.0,2014,8.0,16.0,47.0,3600000.0,100000.0,2014-08-09,2014-08-16,7.0,Monsoon,Odisha,3.871201010907891,15.096444681204078,11.51293546492023,4,20,3,0,19,0
Hydrological,Flood,Riverine flood,Jammu and Kashmir provinces,,Km2,2014,9.0,1.0,2014,9.0,1.0,298.0,275000.0,16000000.0,2014-09-01,2014-09-01,1.0,Monsoon,Jammu,5.700443573390687,12.524530013005734,16.588099342704055,4,20,3,0,9,0
