Disaster Subgroup,Disaster Type,Disaster Subtype,Location,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damage ('000 US$),Start_Date,End_Date,Duration,Season,Primary_State,Deaths_log,Affected_log,Damage_log,Disaster Type_encoded,Disaster Subtype_encoded,Disaster Subgroup_encoded,Season_encoded,Primary_State_encoded,Magnitude Scale_encoded
Meteorological,Storm,Lightning/Thunderstorms,"Uttar Pradesh, Kerala, Maharashtra, Mizoram, Rajasthan",100.0,Kph,2018,6.0,1.0,2018,6.0,6.0,42.0,30000.0,160000.0,2018-06-01,2018-06-06,5.0,Monsoon,Kerala,3.7612001156935624,10.308985993422082,11.982935344196433,9,16,4,0,12,1
Meteorological,Storm,Tropical cyclone,"Mandasa, Godalpur, Gajapati, Ganjam, Rayagada, Puri, Kandhamal (Andhra Pradesh & Odisha)",126.0,Kph,2018,10.0,11.0,2018,10.0,12.0,85.0,300200.0,920000.0,2018-10-11,2018-10-12,1.0,Post-Monsoon,Andhra Pradesh,4.454347296253507,12.612207529288542,13.732130035981154,9,26,4,1,0,1
Meteorological,Storm,Tropical cyclone,"Tamil Nadu, Nagapattinam, Tiruvarur, Thanjavur, Pudukottai, Dindigul and Ramnad, Chennai, Sivaganga, Theni, Madurai districts",120.0,Kph,2018,11.0,16.0,2018,11.0,16.0,45.0,500000.0,775000.0,2018-11-16,2018-11-16,1.0,Post-Monsoon,Tamil Nadu,3.828641396489095,13.122365377402328,13.560619598657233,9,26,4,1,23,1
Meteorological,Storm,Tropical cyclone,"Andhra Pradesh, Odisha",100.0,Kph,2018,12.0,17.0,2018,12.0,19.0,8.0,10000.0,100000.0,2018-12-17,2018-12-19,2.0,Winter,Andhra Pradesh,2.1972245773362196,9.210440366976517,11.51293546492023,9,26,4,3,0,1
Meteorological,Storm,Storm (General),"Gujarat, Rajasthan, Madhya Pradesh, Maharashtra",,Kph,2019,4.0,16.0,2019,4.0,17.0,50.0,30000.0,160000.0,2019-04-16,2019-04-17,1.0,Summer,Gujarat,3.9318256327243257,10.308985993422082,11.982935344196433,9,24,4,2,6,1
Meteorological,Storm,Tropical cyclone,Odisha province,,Kph,2019,5.0,3.0,2019,5.0,3.0,50.0,20000000.0,1810000.0,2019-05-03,2019-05-03,1.0,Summer,Odisha,3.9318256327243257,16.811242881518265,14.408837955728044,9,26,4,2,19,1
Meteorological,Storm,Lightning/Thunderstorms,"Odisha, Hyderabad",,Kph,2019,6.0,1.0,2019,6.0,3.0,10.0,30000.0,160000.0,2019-06-01,2019-06-03,2.0,Monsoon,Odisha,2.3978952727983707,10.308985993422082,11.982935344196433,9,16,4,0,19,1
Meteorological,Storm,Tropical cyclone,"South Assam, Meghalaya, Tripura, Mizoram, West Begal, Odisha state",,Kph,2019,11.0,9.0,2019,11.0,10.0,12.0,130000.0,160000.0,2019-11-09,2019-11-10,1.0,Post-Monsoon,Assam,2.5649493574615367,11.775297421715827,11.982935344196433,9,26,4,1,2,1
Meteorological,Storm,Blizzard/Winter storm,Jammu & Kashmir state,,Kph,2020,1.0,11.0,2020,1.0,14.0,11.0,30000.0,160000.0,2020-01-11,2020-01-14,3.0,Winter,Jammu,2.4849066497880004,10.308985993422082,11.982935344196433,9,3,4,3,9,1
Meteorological,Storm,Tropical cyclone,"Balasore (Baleshwar) , Bhadrak, Kendrapada and Jagatsinghpur (Odisha); East Midunapur, West Midhunapur, North24 Parganas, South24 Parganas, Nadia, Howrah, Kolkata and Hoogli (West Bengal)",185.0,Kph,2020,5.0,20.0,2020,5.0,20.0,90.0,18000000.0,13500000.0,2020-05-20,2020-05-20,1.0,Summer,West Bengal,4.51085950651685,16.705882371415992,16.41820031748273,9,26,4,2,28,1
Meteorological,Storm,Tropical cyclone,"Raigad, Pune Districts (Maharashtra State)",120.0,Kph,2020,6.0,3.0,2020,6.0,3.0,6.0,7500.0,820000.0,2020-06-03,2020-06-03,1.0,Monsoon,Maharashtra,1.9459101490553132,8.922791623969637,13.617060838751888,9,26,4,0,14,1
Meteorological,Storm,Tropical cyclone,Tamil Nadu and Puducherry,,Kph,2020,11.0,25.0,2020,11.0,26.0,14.0,30000.0,600000.0,2020-11-25,2020-11-26,1.0,Post-Monsoon,Tamil Nadu,2.70805020110221,10.308985993422082,13.304686600863562,9,26,4,1,23,1
